SMILES,pIC50
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(NC2CCCCC2)nc1,7.43
N#Cc1cccc(C(=O)Nc2cccc(Nc3cc4c(cc3Cl)C(=O)NC4=O)c2)c1,6.53
CC(C)(O)CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,5.8
CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,6.32
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1c[nH]c(=O)c(N2CCOCC2)n1,8.35
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)c3cccc(F)c3)c2F)n1,9.48
COc1cc(Nc2cncc(Nc3ccc(F)cc3)n2)cc(OC)c1OC,4.72
Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1ncccc1-c1ncnc2[nH]cnc12,8.5
Oc1cc(O)c(-c2noc3ccc(NCCN4CCOCC4)cc23)cc1Cl,4.7
O=C(c1c(F)ccc(NS(=O)(=O)c2ccc(F)cc2F)c1F)c1c[nH]c2ncncc12,5
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C)nc4)cc23)c1F,8
NC(=O)c1sc2nc(NC3CC3)nc(-c3cccnc3)c2c1N,5.95
O=C1c2ccccc2C(O)(c2ccc3[nH]ncc3c2)N1Cc1ccccc1,7
CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1F,5
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]c(-c4ccccc4)cc23)c1,9
O=C(Nc1cccc(-c2ccnc3c(C(=O)NCCN4CCOCC4)cnn23)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,6.8
COc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccnc2c(-c3cn[nH]c3)cnn12,7.01
COc1cc(Nc2cncc(Oc3ccnc4ccccc34)n2)cc(OC)c1OC,5.82
COc1n[nH]c2ncc(-c3cn(-c4c(F)ccc(NS(=O)(=O)c5cccc(Br)c5)c4F)nn3)cc12,6.56
O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(F)cc3)ccc2[nH]1)OCCN1CCCCC1,7
Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21,5.3
COc1ccc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(N5CCCN(C)CC5)nc34)c2)cc1C(F)(F)F,9
CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3ccncc3[nH]2)c1F,5
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCN(C(C)C)CC3)c2)nn1,7.96
CNc1nccc(-c2[nH]c(C3CC3)nc2-c2cccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)n1,7.74
Cc1cc(N2C[C@@H]3C[C@H]2CN3C)ccc1-c1ccnc2c(-c3cccc(O)c3)c(-c3ccncc3)nn12,9.49
COCCOc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OC,7.23
CCN1CCN(c2ccc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)cc(NS(C)(=O)=O)c5OC)ccc4C)c3n2)CC1,6.29
CCCN1CCN(c2cncc(-c3cn(-c4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C)nn3)c2)CC1,8.1
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(F)c(F)c(NS(C)(=O)=O)c2F)n1,7.35
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1Nc1ncnc2c(N)nc(N3CCN(C)CC3)nc12,8.7
Nc1n[nH]c2cccc(-c3ccc(NC(=S)Nc4cc(Br)ccc4OC(F)(F)F)cc3)c12,7.7
CCCS(=O)(=O)Nc1cccc(-c2cc3cnc(N)nc3n(C)c2=O)c1,5
O=S(=O)(Nc1cc(Br)c(O)c2ccccc12)c1cccs1,6.48
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1OC,6.96
COc1ncc(-c2cnc3[nH]cc(C(=O)c4c(F)ccc(NS(=O)(=O)c5ccccc5F)c4F)c3c2)cn1,8
Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)CCF)nc12,8.7
CNc1ccc2ncnc(Nc3cc(S(=O)(=O)NC)ccc3N(C)C)c2c1,6
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C5(C(F)(F)F)CCC5)no4)c3)c2cc1OC,6.51
CNC(=O)c1cc(Oc2ccc3[nH]c(Nc4ccccc4Br)nc3c2)ccn1,5.62
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C#N)no4)c3)c2cc1OC,6.48
CNC(=O)c1cc(Oc2ccc3c(c2)nc(Nc2cccc(Br)c2)n3C)ccn1,7.6
CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OCCCO4)n2)c1,5.415
Cc1ccc(NC(=O)c2cccnn2)cc1-c1ccnc(N2CCOCC2)c1,6.34
N#Cc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,7.06
O=C(Nc1cc(N2CCCC2=O)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,7.89
Oc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1,6.305
Cc1ccc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)cn1,7.32
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccnc(N2CCO[C@H](CNC(=O)CO)C2)c1,7.92
O=C(c1ccc([N+](=O)[O-])o1)N1N=C(c2cccnc2)CC1c1ccccc1O,6.89
O=c1oc2ccccc2c(N2CCN(c3cccc(Cl)c3)CC2)c1CO,4.48
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CC3CCCCC3)ccc2[nH]1,7
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cc(CC)c3c2)c1F,7.72
CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C#N)c4)c3)ccnc12,5
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Br)c3F)ccc2[nH]1,7
CC(C)Nc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,7.46
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(C5CCCNC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,6.64
Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccnc(N)c2)n1,8.68
CC(C)(C)c1nc(-c2ccnc(N)n2)c(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)[nH]1,9.66
CC(=O)Nc1cc(Oc2ccc3c(c2)nc(Nc2cccc(OC(F)(F)F)c2)n3C)ccn1,9.4
Cc1ccc(NC(=O)c2ccnc(C(C)(C)C#N)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,8.65
COc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3nc(Nc4ncccn4)[nH]c3c2)c1,7
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cccc(NS(=O)(=O)CCC(F)(F)F)c2F)n1,8.97
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)c1,9.2
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1ccc(Cl)s1,7.7
Cc1ccc(C(=O)Nc2cccc(S(=O)(=O)N(C)C)c2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,8
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCOCC5)nc34)c2)cc1C(F)(F)F,9
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C)c3n2)CC1,8.52
CCOC(=O)N1C2CCC1CC(c1ccnc3c(-c4ccc5cc[nH]c5c4)c(-c4ccncc4)nn13)C2,7.44
Cc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1NC(=O)Nc1cc(C(F)(F)F)ccc1F,7.96
O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nc(C(F)(F)F)[nH]c2-c2ccnc(NCCN3CCNC3=O)n2)c1,7.335
COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4ccc(OC)c(C(F)(F)F)c4)ccc3OC)c2n1,8.52
O=C(CCCN1CCCCC1)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1)OCC1CCCO1,7
Cc1ccc(C(=O)c2c(-c3ccccc3)n(C)n(-c3ccccc3)c2=O)c(N)c1-c1ccc2nc(CF)sc2c1,6
COc1ccc(N2CCN(c3c(CO)c(=O)oc4ccccc34)CC2)cc1,5.74
CCc1cc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)ccc1F,7
COc1ccc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(N5CCCCCC5)nc34)c2)cc1C(F)(F)F,8.15
O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3C(c5nc6cc(Cl)c(Cl)cc6[nH]5)[C@@H]3O4)ccnc2N1,7.96
Cc1ncc(NC(=O)c2cccc(C(F)F)c2)cc1-c1ccnc(N2CCOCC2)c1,8.93
CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,7.645
CC(C)(C#N)c1cc(C(=O)Nc2c[nH]c(=O)c(-c3ccnc(N4CCOCC4)c3)c2)ccn1,4.73
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cccc(NS(C)(=O)=O)c2Cl)n1,9.33
Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCN(C)CC3)nc12,8.52
O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccc(C(F)(F)F)cc4[nH]3)ccnc2N1,8.14
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1ccc(C(F)(F)F)cc1,5.82
CC(O)CNS(=O)(=O)c1ccc2[nH]c3c(C(N)=O)nccc3c2c1,4.66
Oc1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,6.545
