Smile,pIC50
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ncc2c1,7.32
COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)n[nH]4)ccc3C)c2n1,8.4
COc1cccc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)c1,6.925
COc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(Nc4cnccn4)nc3c2)c1,7
CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(-c5cccnc5)cc4)ncc3c2)ccn1,4.6
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(S(=O)(=O)C(C)C)cc4)cc23)c1F,8
Clc1cc(Cl)c(N/N=C/c2ccncc2)c(Cl)c1,5.6
Cn1c(Nc2cc(C(F)(F)F)ccc2F)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,6.68
CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc4[nH]nc(C5CC5)c4c3cc2OC)c1Cl,7.1
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)no4)c3)c2cc1OC,7
CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c3ccccc23)ncn1,7
Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NC3CC3)nc12,9
CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCCN4)cc2)no1,6.02
O=C(Nc1cccc(Nc2ccnc(NC(=O)C3CCCC3)c2)c1)c1cccc(C2CC2)c1,6.36
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,7.92
CN1CCC(Nc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CC1,8.1
CN(C)CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12,5.15
Cc1ccc(C(=O)Nc2cccc(OC(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,8.4
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,7.77
CCCn1nc(C#Cc2cccc3c(Nc4cccc(C(F)(F)F)c4)nccc23)c2c(N)ncnc21,6.52
Cc1ccc(C(=O)Nc2cc(OCCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCC(C)C)nc12,9
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)n(C)c(=O)c1,8.74
Oc1cccc2cc(Nc3c(-c4ncccn4)oc4cnccc34)ccc12,9
CNC(=O)c1cc(Oc2ccc3[nH]c(Nc4ccccc4)nc3c2)ccn1,5.11
Cc1ccc(C(=O)Nc2ccnc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(NC3CCN(C)CC3)nc12,9
COc1n[nH]c2ncc(-c3cn(-c4c(F)ccc(NS(=O)(=O)c5ccccc5)c4F)nn3)cc12,7.41
Cc1ccc(C(=O)Nc2cccc(N(C)C)c2)cc1Nc1ncnc2cnc(N(C)CCN(C)C)nc12,7.06
CNC(=O)c1cc(Oc2ccc3c(c2)nc(Nc2ccccc2)n3C)ccn1,6.89
Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnc2cnc(N3CCCN(C)CC3)nc12,4.82
OCC(CO)n1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,9.25
CN(C)CCNc1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3F)c2n1,9
OCCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,10.3
COc1ccc(C(C)(C)C)cc1NC(=O)c1ccc(C)c(Nc2ncnc3cnc(N4CCN(CC5CCN(C)CC5)CC4)nc23)c1,8.52
COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3C)c2n1,9
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(C(F)(F)F)c3)cc2N1,6
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3cccc(C)c3)ccc2[nH]1,7
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)cc(Cl)c3)ccc2[nH]1,7
CCOC(=O)c1oc2cnccc2c1Nc1cnc2ccccc2c1,7.52
COC(CNS(=O)(=O)c1ccc2[nH]c3c(C(N)=O)nccc3c2c1)OC,4.04
NCCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,9.41
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CC3CCCC3)ccc2[nH]1,7
CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)n(C)c3c2)ccn1,6.3
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(O)c3)cc2N1,6
CCN1CCN(Cc2cc(-c3cnn4c(-c5cccc(NC(=O)c6cccc(C(F)(F)F)c6)c5)ccnc34)co2)CC1,6.66
Cc1ccc(C(=O)Nc2ccc3c(c2)C(C)(C)C(=O)N3CCN2CCCC2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,8.4
CN(C)C1CCN(c2ncc3ncnc(Nc4cc(Cl)cc(C(=O)Nc5cc(C(C)(C)C)nn5C)c4)c3n2)C1,8.22
C#Cc1cccc(N2C(=O)c3cccc(F)c3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c1F,7
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cn(CC(F)F)c(=O)c(N2CCOCC2)n1,8.89
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3cccc(OC(F)(F)F)c3)cc2N1,5
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(N(C)C5CCOC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,7.62
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,8.1
CNS(=O)(=O)c1ccc(N2CCOCC2)c(Nc2ncnc3[nH]c(-c4cccc(C(F)(F)F)c4)cc23)c1,8.89
O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)Nc1cccc(C(F)(F)F)c1,6.49
Cc1ncc(NC(=O)c2cncc(N(C)C)c2)cc1-c1ccnc(N2CCOCC2)c1,7.85
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CC(C)C)ccc2[nH]1,7
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cc(N(C)C)c3c2)c1F,8.09
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(OCc4ccccc4)c3)ccc2[nH]1,7
CNc1ncc2ncnc(Nc3cc(C(=O)Nc4ccc(N(C)CCN(C)C)c(C(F)(F)F)c4)ccc3C)c2n1,9
O=C(Nc1ccc(Oc2cccc3[nH]c(=O)[nH]c23)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,7.64
O=S(=O)(NCCCNc1nccc(-c2[nH]c(-c3ccccc3)nc2-c2ccc(Cl)c(O)c2)n1)c1ccc(Br)cc1,7.66
Nc1cccc(-c2nc3sccn3c2-c2ccnc(NCCNS(=O)(=O)c3ccc(F)cc3)n2)c1,7.9
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(NS(=O)(=O)C3CC3)c(C)c(OC)c2)n1,6.8
Cc1ccc(C(=O)Nc2nnc(C(F)(F)F)s2)cc1Nc1ncnc2cnc(N3CCCN(C)CC3)nc12,5.85
COC(=O)NCCn1cc(-c2cc(NC(=O)c3cccc(C(F)(F)F)c3)cnc2C)cc(N2CCOCC2)c1=O,6.98
Cc1nc2ccc(-c3c(C)ccc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)c3N)cc2s1,6
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CC(C)NC(C)C3)nc12,8.7
CS(=O)(=O)Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F,6.42666667
COc1cc(Nc2nc3cc(C4(O)c5ccccc5C(=O)N4c4ccccc4)ccc3[nH]2)cc(OC)c1,5
Cc1nc(N)cc(-c2cccnc2Nc2cccc3[nH]ncc23)n1,6
O=C1c2c(F)ccc(F)c2C(O)(c2ccc3[nH]c(Nc4ncccn4)nc3c2)N1c1cccc(Cl)c1F,7
COc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Nc2ncnc3cnc(N4CCCC4)nc23)c1,6.92
O=C(Cc1cc(F)cc(F)c1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,4
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(=O)(=O)C3CC3)c2Cl)n1,9.52
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(F)ccc3F)ccc2[nH]1,7
Cc1ncc(NC(=O)c2ccnc(C(C)(C)C#N)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)n1,6.97
O=C(Nc1cccc(Nc2ccnc(NC(=O)C3CCC3)c2)c1)c1cccc(C2CC2)c1,6.74
COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3OC)c2n1,8.22
CNc1ccc2c(Nc3cc(S(=O)(=O)NC)ccc3N(C)C)ncnc2c1,5
CC(C)c1nc(-c2cc(F)cc(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1,9.05
CC(C)c1cc(-c2cccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c2)[nH]n1,5.27
CC(C)c1cc(-c2cccc(NC(=O)c3cc(N4CCOCC4)cc(C(F)(F)F)c3)c2)[nH]n1,6.03
COc1ncc2ncnc(Nc3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)c2n1,9
CCOC(=O)c1oc2cnccc2c1Nc1ccc2c(N)cccc2c1,7.28
COc1cc(Cl)cc(-c2nn(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)cc2-c2ccncc2)c1,6.8
Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CC[C@@H](F)C3)nc12,9
COCCN1CCN(c2ncc3ncnc(N(C)c4cc(C(=O)Nc5ccc(OC)c(C(F)(F)F)c5)ccc4C)c3n2)CC1,6.71
CC(=O)Nc1cc(Nc2ncccc2-c2ncnc3[nH]cnc23)ccc1Cl,5.19
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCC(F)CC3)nc12,8.7
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(N(C)CCN(C)C)nc34)c2)cc1C(F)(F)F,9
CC(C)C(=O)Nc1cc(Nc2cccc(NC(=O)c3cccc(C4CC4)c3)c2)ccn1,6.38
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCN(C)CC5)nc34)c2)cc1C(F)(F)F,8.7
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(NCC3CCCO3)c2)nn1,8.05
O=C1c2ccccc2C(O)(c2ccc3cn[nH]c3c2)N1Cc1ccccc1,5
CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc(SC(F)(F)F)cc3)cnn2C)cn1,6.81
NC(=O)c1cccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)c1,7.24
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1,8.32
O=C(Nc1cccc(Nc2ccnc(NC(=O)C3CC3)c2)c1)c1cccc([N+](=O)[O-])c1,5.82
COCCN1CCN(c2ccc3ncnc(Nc4cc(NC(=O)c5cccc(C(C)(C)C#N)c5)ccc4C)c3n2)CC1,7.74
COc1ccc2c(=O)n(Cc3cccc(NS(=O)(=O)NCCC#N)c3F)c(=O)oc2c1,5
Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,6.94
CCc1cccc(NC(=O)c2ccccc2C(=O)c2ccc3nc(NC(=O)OC)[nH]c3c2)c1,7
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(I)c3)ccc2[nH]1,7
CCOC(=O)c1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3c(c2)NC(=O)CO3)c1,5
COc1ccc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(NCCN5CCOCC5)nc34)c2)cc1C(F)(F)F,8.3
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OC)nc4OC)cc23)c1F,7
CCOC(=O)N1C2CCC1CC(c1ccnc3c(-c4cccc(OC)c4)c(-c4ccncc4)nn13)C2,7.06
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCN(CC6CCCN(C)C6)CC5)nc34)c2)cc1C(F)(F)F,8.52
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1,5
c1cnc(-c2oc3cnccc3c2Nc2ccc3c(c2)Cc2c[nH]nc2-3)nc1,8.4
Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cncnc12,8.4
N#CC(=C(/N)Sc1ccccc1N)/C(C#N)=C(\N)Sc1ccccc1N,6.6
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Oc4ccccc4)c3)ccc2[nH]1,7
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C(=O)NC)nc4)cc23)c1F,8
COc1cc2c(cnc3[nH]nc(C4CC4)c32)cc1-c1c(F)ccc(NS(=O)(=O)CCCF)c1Cl,8.15
Cn1nc(C(C)(C)C)cc1NC(=O)c1cc(Cl)cc(Nc2ncnc3cnc(N4CCOCC4)nc23)c1Cl,5.7
Cc1ccc(C(=O)Nc2cc(N3CCOCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,8.52
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3OC)ccc2[nH]1,6
CNc1ncc2ccc(Oc3cc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)ccc3C)cc2n1,8.1
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4c(N)nc(N5CCN(CC6CCN(C)CC6)CC5)nc34)c2)cc1C(F)(F)F,9
CC(C)c1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)c(-c2ccnc(Nc3ccc4c(c3)CN(C)CC4)n2)s1,7.92
Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2)cc1Nc1ncnc2cnc(N3CC[C@@H](F)C3)nc12,7.72
c1cc(-c2c(-c3ccncc3)nn3c(-c4ccc(CN5C[C@@H]6C[C@H]5CN6)cc4)ccnc23)c2cn[nH]c2c1,8.64
CNc1cc2nc(C)c(-c3cc(NC(=O)NCCC(C)(C)F)c(F)cc3C)cc2cn1,7.73
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccccc4)ccc3C)CC2)ncn1,6.41
O=S(=O)(Nc1ccc(F)c(C#Cc2ccc3[nH]ncc3c2)c1F)c1cccc(Cl)c1,5
CCOC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)OCc3ccccc3)cc2o1,6
CN(C)c1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,6
CC(=O)Nc1cccc(-c2cncc(Nc3cccc4c3OC(F)(F)C(F)(F)O4)n2)c1,4
CS(=O)(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,6.23
O=c1oc2ccccc2c(N2CCN(c3cccc(Cl)c3Cl)CC2)c1CO,5.49
COCCOCC(=O)Nc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1,6.86
O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2cccc([N+](=O)[O-])c2)o1,6.08
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCCN(c4ccncc4)CC3)nc12,9
COC(=O)C(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1,6
CS(=O)(=O)N1C2CCC1CC(c1ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn13)C2,8.31
CCOC(=O)N1C2CCC1CC(c1ccnc3c(-c4ccc(Cl)c5[nH]ncc45)c(-c4ccncc4)nn13)C2,9.4
Cn1c(=O)n(Cc2ccccc2)c(=O)c2c1nc(SCCO)n2Cc1ccccc1,5.76
CC1CN(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CCO1,7.65
O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,7.89
O=C1c2ccccc2C(O)(c2ccc3[nH]c(Nc4nccs4)nc3c2)N1c1cccc(Cl)c1F,7
CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C)c4)c3)ccnc12,5
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)NC1CCC(Oc2ccc(C(=O)O)cc2)CC1,5
O=C1CNc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3)cc2N1,5
CC(=O)Nc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,7.89
Cc1ccc(C(=O)Nc2cc(OCCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCC3CCOC3)nc12,9
COc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,5.7
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(C(F)(F)F)c1,8.85
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCN(C4CCCC4)CC3)nc12,7.62
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCCF)nc12,9
CN(C)C(=O)Oc1ccc2c(=O)n(Cc3cccc(NS(=O)(=O)NCc4ccccc4)c3F)c(=O)oc2c1,5.83
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,9
COc1ncnc2[nH]cc(C(=O)c3cccc(NS(=O)(=O)c4ccc(C(F)(F)F)cc4)c3F)c12,5
Cn1cc(-c2ccc3c(c2)CN/C3=N/O)c(-c2ccncc2)n1,8.7
O=C1c2ccccc2C(O)(c2ccc3[nH]c(=O)[nH]c3c2)N1c1cccc(Cl)c1F,6
COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)c4ccccc4F)c3F)cc12,8.74
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCCN(C)CC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,7.77
CNc1ncc2ncnc(Nc3cc(C(=O)Nc4cc(CN5CCCC5)cc(C(F)(F)F)c4)ccc3C)c2n1,9
Cc1cc(C(=O)Nc2cc(C(C)(C)C)nn2C)cc(Nc2ncnc3cnc(N4CCN(C)CC4)nc23)c1C,8.1
O=C(Nc1cccc(-c2ccnc3c(-c4cnc(N5CCOCC5)nc4)cnn23)c1)c1cccc(C(F)(F)F)c1,6.03
CC(C)Oc1cc(F)ccc1Nc1ncnc2ccc(-c3ccc(C(=O)N4CCNCC4)cc3)nc12,5.65
CSc1cc(Oc2ccnc3[nH]c(=O)[nH]c23)ccc1NC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc(C)cc1,7.185
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3CCN(C)CC3)nc12,8.52
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3Cl)ccc2[nH]1,7
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3c(F)cccc3Cl)cc2[nH]1,7
COc1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)ccc1O,5.975
O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccc(F)cc4[nH]3)ccnc2N1,8
CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)ccc1Cl,7.49
Cc1ccc(C(=O)Nc2cccc(OC(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,9
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(NCCO)n1,9.13
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C5CCCC5)on4)c3)c2cc1OC,6.87
CNC(=O)c1ccc(Sc2cccc(NC(=S)Nc3ccc(F)c(Cl)c3)c2)nc1,6.48
COc1cc(-c2ccc3ncnc(Nc4ccc(F)cc4)c3c2)ccc1O,5.965
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3ccccc3F)ccc2[nH]1,6
Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCCc3ccccc3)nc12,8.7
CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2ccc(NC(C)C)nc2)c1F,5
Cc1ccc(NS(=O)(=O)CCC(F)(F)F)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,5.7
Cc1ccc(NC(=O)c2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCN(C)CC3)c2)nn1,8.3
O=C(Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1)OCC(F)(F)F,7
CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2C)ncn1,6.8
CNc1cc(-c2cccnc2Nc2c(C)ccc3c(Nc4ccc(C#N)cc4)nccc23)ncn1,7.385
O=C(Nc1ccc(Oc2cccc3[nH]c(=O)[nH]c23)cc1)c1ccc(Br)cc1,4.85
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2ccc(C3=CCNCC3)nc12,7.64
O=C(Nc1cccc(-c2ccnc3cc(-c4cnc[nH]4)nn23)c1)c1cccc(C(F)(F)F)c1,5.8
CN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4Cl)c3n2)CC1,8.4
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(OC2CCOCC2)nc(N2CCOCC2)n1,9
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CC3CC3)ccc2[nH]1,7
COc1ccnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cccnc4)c3F)c12,7
CCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)ccc2o1,7
COc1ccc(C(=O)Nc2ccc(OC)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,8.15
O=S(=O)(Nc1ccc(F)c(C#Cc2cnc3ccnn3c2)c1F)c1cccnc1,6.27
CC(C)n1nc(C#Cc2cccc3c(Oc4cccc(C(F)(F)F)c4)nccc23)c2c(N)ncnc21,6.52
CC(=O)Nc1cccc(-c2cncc(NCc3ccccn3)n2)c1,4
COc1ccc(C(=O)Nc2ccc(OC)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)CCN(C)C)nc12,8.4
Nc1cc(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,4
CCOC(=O)N1C2CCC1CC(c1ccnc3c(-c4ccc(C)c(O)c4)c(-c4ccncc4)nn13)C2,9.52
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(C)cc(NS(=O)(=O)C(C)C)c2)n1,8.51
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)nn5C)ccc4C)c3n2)CC1,7.92
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4)c3)c2cc1OC,7.68
COc1ccc(S(=O)(=O)NCCCNc2nccc(-c3[nH]c(-c4ccccc4)nc3-c3ccc(F)c(O)c3)n2)cc1,8.6
O=C(Nc1cccc(-c2ccnc3c(-c4coc(CN5CCCC5)c4)cnn23)c1)c1cccc(C(F)(F)F)c1,6.44
CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2Cl)ncn1,6.3
Nc1ncc(-c2cccnc2)c2scc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)c12,5
COC[C@@H]1CCCN1c1ncc2ncnc(Nc3cc(C(=O)Nc4ccc(OC)c(C(F)(F)F)c4)ccc3C)c2n1,8.7
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3ccc(C)s3)ccc2[nH]1,7
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1ccc([N+](=O)[O-])cc1,5.85
CCCS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(NCC)n2)c1Cl,9
CCOC(=O)c1ccc(Nc2ccnc(SCC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,6.66
CNC(=O)c1ccc(Sc2ccc(NC(=S)Nc3ccc(F)c(C(F)(F)F)c3)cc2)nc1,7.415
CNC(=O)c1cc(Oc2ccc3[nH]c(Nc4ccc(C(C)(C)C)cc4)nc3c2)ccn1,7.2
CCN1CCN(c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5c(N)nc(N6CCOCC6)nc45)c3)cc(C(F)(F)F)c2)CC1,8.7
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5ccc(F)c(C(F)(F)F)c5)ccc4C)c3n2)CC1,9
Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,8.7
Cc1ccc(N2C(=O)/C(=C\c3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)cc1Cl,6.51
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cn1,7.61
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(NC3CCN(C)CC3)nc12,9
CN(C)C(=O)Oc1ccc2c(=O)n(Cc3cccc(NS(=O)(=O)NCC(F)(F)F)c3F)c(=O)oc2c1,6.38
